text_clean,IsToxic
police concentrate investigation people call misbehave hope investigation get cancel behave let police work everyone say guy commit suicide cop attack police first place clear disrespect police way,1
lmfao,0
man stefan,0
agree people arm need find information rioting think get high drug rob store carelessly walk middle street scream cop attack reach gun unarmed mention size either people gullible find funny race racist black racist white every single time someone racist black person everyone throw hand get piss white people racist person want sit everyone believe white people racist people happen past make sick think grow generation,0
true police originally say robbery nothing stop claim notice cigar,0
thank yet another sober analysis stefan amount bias deception left mainstream medium insane,0
stefan molyneux please explain inquiry handling subsequent unrest circular language game pretty simple straightforward question seem avoid unnecessarily hostile manner justification heavy handed militaristic response loot would official handle situation decide initially block access area medium family member live area attest unprofessionalism hostility law enforcement handle early incorrect info please direct toward fact regard still understand straight attack respect logic willing share thank advance hopefully continue insult whatever reason choose,0
race much news article get national medium attention last week,0
look like gentle giant video rob steal look like another disgusting thieve thug,1
omg stefan rap hysterical anyway good news guess know whatshisname douche deserve die premptive strike make officer darren wilson huzzah another trash take street probably cure disease rather treat symptom though disease ignorance self entitlement community low class get poverty easy starting point easy still feasible right amount drive,1
god look raw footage shocking ferguson riot watch see guy god,0
stefan molyneux hate black much actually surprised bloody british people conquer absolutely nothing freedom gain decade hate pale one would wonder mother black woman,1
educate dumb ass rap rap real people like dispise,1
seriously youtube fuck find comment android phone want reply course scroll copy paste post comment android device fuck almost technology able handle mountainous task hop computer try look goddamne comment course comment system youtube beyond fuck search comment completely impossible hour later still find fucking thing search string read click every single stupid fucking comment expand search piece comment want find phrase remember click every fucking view comment expand miracle christ alfuckingmighty actually find piece shit comment moron even matter reply thick skulle inbreed troglodytic fucknut anyway automatically scroll page comment right click reply copy paste quote etc without scroll hour god forfuckingbid reply box right underneath actual comment reply,1
stefan excellent obviously well understanding event surround unfortunate event president call unfortunate officer wilson life destroy job fear police hesitate find rapidly grow situation thank depth honest dissertation tom kelver seek help back school get drug,1
gentle giant seem rob store later assault armed police officer much school boy look hop thug life come high price,1
bullshit stef police officer pepper spray stun gun number non lethal method immediate disposal real question version event hold true gun first option officer,1
well society great good michael brown rail get usher college life athletic scholarship become brown killer like simpson become find civilly liable know,1
video would interesting stefan take clothe sexy case really hard understand would cop good record year service shoot teenager hand witness friend lie start protest snowball effect ensue watch video store show brown aggressive hard believe evidence make huge error judgement fight police officer,0
awnser question aim leg,0
people talk stupid subject care blue purple cousin kill drunk african driver leave die local news see riot outside sorry michael family truly everyone loose someone people get violent people post think people,0
dude commit felony include assault police officer shoot kill serious race riot distract fact cop job case close justice serve street day,0
difference color skin people still say,0
gentle gentl giant,0
youtube com watch yfbbt dvhg research come across information white construction worker witness mike brown shoot hand,0
stefan ever victim police discrimination game white supremacy deny involvement play victim black complain never fail watch comment,1
well young white man kill non white say black cop media outcry almost medium anything search,0
fact prove thug,1
michael brown asian name would dindu nuffin wong,1
luv dem gangzta lyrek,0
good balanced unbiased video story sad smh,0
hey last week kansas city black man snuck retirement housing break house beat year old couple death outside attempt hot wire antique car three neighbor come town house howell afro american take gauge shot gun execute blow head one armne know felon get previous murder charge could find young girl body white people caucasian sharpeton jesse jackson,1
thank stefan,0
tell people facebook hold judgment till fact like wait see fact part want believe brown gentle giant lot evidence,0
might well get next round riot police officer clear wrong,0
long allegedly michael brown video confirm family,0
well know truth today yet still hear hand shoot bullshit lie see beyonce yet still see moniker use reason lie shoot cop outright assassinate,1
love rap section,0
everyone know white people die cop black even though black get arrest double rate white less arrest end shooting less people kill police black courtesy fbi statistic maybe worry black commit much crime yet number general population ten year ago crime rate employment rate black well,0
someone please turn auto tune rap song stefan molyneux please,0
guy monster get deserve color matter anyone attack guy gun get shoot stupid illegal act try hurt someone get blast give cop raise,1
molyneux noeud,0
moly loove cop witness also clueless riot also decade police violence repression area also ignorant effect marijuana,0
people dislike video problem man say nothing wrong change happen change good thing still numbered,0
state cop cop shooting state problem right anarcho capitalist like steffan agree nonsense,0
racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,1
dear stephen molyneux minute bit long right respond fact btw vote thumb number even blink try thumb must say thing happen fair thank homework hard work obviously spend lot time present case nice obviously care much country good,0
please follow video get enough new information thx time great work always,0
people country learn police enemy medium one light call fire stir pot,0
always molyneux excellent video,0
stop advertising swisher sweet lol racist point blank,1
man intelligence average black man comprehend like dog try figure man make house,1
love trayvon martin video love one wish could deliver cable news maybe people would get truth,0
robbery video leave one question answer put something clerk counter enter store money watch carefully something hand enter plus pull something pocket money put counter surveillance audio ability conversation clerk window well say video post long depth clerk exchange window know say know money sufficient item etc,0
hope next video entitle truth ferguson police department ferguson riot thank usual quality research two issue match gasoline riot control otherwise peaceful protestor homeowner refuse inside member press clear symptom something normal small town police sanford police similar protest incude looting resist escalation,0
another fine ferguson officer man really get cream crop town lol,0
fate another neglect child would interesting know family background always keep mind child emulate social behaviour,0
good commentary perceptive fair,0
whether right wrong michael brown case nothing left wing policy please stop conflate issue,0
rob store big man play fire get burn police job,0
link poor little tryvon martin little brown yeah thug tired beat white person ground get shoot efford end story,1
fascinating hear actual fact especially compare twisted nonsense come main media outlet,0
michale brown get ask black protestor racist white happen,1
white guy really concerned plight black community doubt spend time hang around black guy community see world react react world time either secondly think anyone even hop drug charge feel gunshot first flee shooter kind fantasy live must think black shit anything survival mechanism world would police officer right thing give comfort life want believe cop story another story cop get start cop harassment type antic cop kid give year old fat fuck think whip everybody ass sass hit kid door dumb ass kid instead pass get officer fire pay dollar injury push door back officer grab neck scuffle incur kid fire punch grill black guy hit pretty hard see boxing cop see red open fire kid run foot far ass get body remind fat ass sprinter maybe shot start set want negotiate cop execute lawful maybe story make sense,1
think chief problem molyneux great ideal solid worthwhile goal hop share society seem embrace ethical grey ness human frustrate nothing approach morality believe worth listen political strategist require recognize conditional nature human psychology construct systemic guide help incentivize positive culture good philosophy crappy political theory,0
sad look like nice young man,0
believe photo gentle giant accomplice give gang sign even brown raise hand surrender maybe realize blow could get trouble officer wilson adrenaline run high react officer hesitate lose life lord know thing thug college look angelic professional athlete keep getting arrest crap feed disgusted,1
tell racist cop dumb guy mess cop hate make michael brown seem like holy man make right kill confusing,0
thank stefan molyneux share logical rational evaluation occurrence incident,0
apparently stefan never read matter kansas,0
jerk make story skittle arizona ice tea component lean actual promethazine pharmaceutical drug easy get street level guy quake antebellum period dreamer negro live beneath need realize really much well statistic would say white well fair white committ violent crime anyone pls come white savior,0
thank stefan well put,0
fuck gay ass bald white frenchy nigga set hisself dang judge whole criminal conspiracy micheal brown mothafuckin hand air son smart know nigga hand mothafuckin air sign showin innocent tha crime sorry cussin shit internationally recognize indication innocence part perpetrator niggas medium plain old fashioned example murder first degree part officer darren wilson takin life nigga college student niggas kent state protestin get ass shoot historic event michael brown shoot dead street takin part ferguson protest medium mothafuckas try explain away,1
interview constitution worker catch tape say shot hand,0
pay store owner cigar big gigantic mike stole,0
ireland england riots,0
thank right black people vote democrat year race baiting democrats rally base smh,0
wow common sense refreshing great job stefan molyneux,0
focus roll blunt cause happen much like non criminal type criminal type also smoke pot pot absolutely nothing fact walk drive important bring pot relative intel yes criminal tendency smoke pot criminal also tend smoke cigarette drink,0
good opinion yet definitely would use deadly force someone charge assault prior carry gun everywhere cause world get crazy thank share everyone know,0
wonder would twist slavery truth year slavery one side bet fox news pay record,0
wtf,0
comment nothing topic video someone please set stefan rap actual beat would epic,0
far base even call propaganda,1
look like brown suicide cop thing,1
urban youth handle truth present video,0
yet another reason police need wear recording device time people well really help ensure truth maintain time imagine officer pov camera would show situation,0
police officer wear camera lapel issue would open shut case,0
stefan molyneux give rounded view simply want use old tired ploy discredit michael brown sane person would believe officer wilson perfect angelic white man person exist privy questionable characteristic cop rest assure human nature spite brown smoking weed steal blunt even rap bitch gun etc justify someone unarmed shoot many time desensitize culture hip hop white people also monetarily benefit,0
say minute could easily rap call duty white kid play btw pretty sure eminem sum white lyric racism,0
dude someone please tell dude listen violent music like gangsta rap deathmetal mean like fight kill lol,0
denny brain also fire extinguisher,0
believe recite music listen cop use excessive force cop become judge jury executioner society screw issue cop get train escalation force use non lethal mean apprehend civilian suspect,0
let news,0
act like gentleman treat like gentleman someone act like gentleman,0
much good datum wish present without speculation marijuana blunt emphasis rap lyric youtube video know friend ever hurt anyone guilty see video see take cigar shove guy way reason try bring culturally normative thing admittedly ridiculous indicate actual violence include rap lyric often complete bull otherwise amazing job collect wide range fact put together generally great presentation thank greatly appreciate fear much good material dismiss due emphasis item admit really mean anything,0
people cell phone crowd record encounter claim see nobody medium independent researcher witness video footage encounter brown officer shoot,0
wait jesus come back could take care get sick tired racist white people racist black people damn get along black man love white people black people away hate heart try love hate take hell need come together god child black power,0
man officer get lucky video life still ruin juror convict black way,0
till start advocate parent family black community totally lose,0
really sad story someone kill reason racial war increase devil must see officer victim guy cause action let pray soul,0
music reference sex drug steal murder etc pretty much rap music like,0
good job determine occur brown kill however occur simple matter racism police abuse anything mention question everything pull back curtain see wizard illusion one life energy sacred turn peace love appreciation,0
dear stefan molyneux add video regard michael brown ferguson horrible history lying corruption smart think make statement massive authoritarian corruption negative impact community serve people eventually get feed choice disregard law fight back cop merit charge brown indeed happen,0
pathetic pseudo philosophy vile little man,1
chief black lie,0
brown side dead,0
exactly right stefan crime bad decision create poverty poor unattractive area criminal steal necessity get respect homie pathetic,1
brown piece shit world well without,1
stefan please umm fact philosophize without,0
black tired kill nothing weapon shut ass white devil white people evil,1
present believe mike brown innocent believe act arrogantly disrespectfully toward officer could lead hate fact officer compare george zimmerman zimmerman jerk mind business try wanna cop officer right duty confront situation way zimmerman could easily walk away stay phone dispatcher,0
make damn angry worthless thug get shot protest animal loot tear shit neighborhood everyone think black community fuck fuck,1
kajieme powell shoot video disturb many reason link video mentone,0
man stef spit fire hot enough make dylan jealous,0
criminal get shoot great,1
magic hamster drink lot lean never hear anyone use skittle lean jolly rancher ideal candy use magic hamster doubt someone use skittle lean want point houston lean quote unquote create magic hamster prefer use jolly rancher lean,0
watch video clear stefan seem buy argument favor white police officer dead black kid watch video post see patter bias exist sure enough repeat patter argument tryvon martin convince like mind different alex jones many white conservative pretend system affect white people minority black fair game stefan keep preach one sided view gain many white admirer share view,0
black cop kill white kid black kid kill white cop anyone riot protest engage national news race mention either circumstance think ask question answer honestly real racist country,1
video push clerk around really make lose sympathy definitely tell guy likely dick hell need new might well riot loot one honor,1
easy point negative black man point good point white man shit corny wanna take seriously tell fact good bad party know couple lyric picture show middle finger doest justify shoot time medium say control look around internet store owner micheal brown alledgedly steal cigar say micheal brown video bogus think everything happen cop black man recent year make sen black man start beat policeman run away policeman start fire micheal stop rush back police gun draw already fire shot pure bullshit,1
let look fact move away shot fire witness arm shot fire witness drop knee shoot fire witness audio recording shot two group video recording spontaneous utterance hand etc fight officer officer fight weapon car officer weapon discharge car officer damage officer eye medical report release officer statement release police log incident radio report release forget third review wound show shoot least twice witness yet support unofficial officer version incident,0
dude lie azz racist cracka,1
help laugh start recite rap lyric good,0
holy shit think trayvon martin supporter imbecile michael brown clown must dope,1
guess suck construction worker show prove entire video wrong,1
right finally sane opinion event black bastard soo ignorant run around yelling loot carry like riot old shit,1
video biased full shit,1
okay literal fuck skittle tea lean,1
people translate conversation funniest sad shit ever funny get wrong sad people reach every direction find hole get cop,0
autopsy show number wound right arm make scenario shoot hand raise lot less likely still try claim let see innocent unarmed gentle giant mind business gun cold blood jaywalk sadistic jack boot racist thug police officer shoot innocent youth back hand raise try surrender keep forget story still try defend claim totally refute fact regardless matter already decide cop guilty,1
would stop cost come black community create responsibility worry,0
shoot someone run lol,0
spin way want could thug police officer would know either way unless previous offense remember weapon police train shoot six time fact never truly know fact sign petition police officer wear camera chest debate seems threaten,0
odd stefan say wait get fact judge cop rush judgement alleged scenario favor cop truth know truth mix side,0
advertising ignorance create much crime opinion,0
think gentle giant would kill song rap talk bad,1
well see looting protest would say would high exhibit poor decision make also impress anyone college college use pretty much extended childhood people,0
tazer,0
obviously matter smoke marijuana family autopsy say shoot back unbiased witness clearly state time come officer mention hand witness michael brown shooting repeat time dude keep come towards police,0
guy little biased sure maybe bring fact taser use could avoid forensic tell truly happen highly doubt mike brown need shoot six time call back one say cop hero handle two kid especially act aggressively say cop completely right racist stefan come crazy cop hold high standard first cop mistake call backup second try get door right kid lol remember training get space handle situation well uncle cop tell also taser first move mike charge even pursue block away wait back,0
public school terrible problem many kid attend public school bring sort issue classroom please build strawman characterization left many community need public financial support conservative economic policy devastate local economy welfare simply symptom cause,0
take minute deduce reasoned people within minute hear story break thank anyway,0
michael brown home angel street devil altar boy death,0
understand commit robbery offense deserve die put jail end life trayvon martin buy skittle deserve death either totally biased white would label troubled teenager peer pressured commit crime,0
picture cop injury ambulance injure officer,0
omg start rap lose lmao,0
good one stefan,0
obviously take whoever word whatever happen take unpopular stance try hard justify stance contrary norm although love many video long watch take word law enforcement one day distrust government next day insincere stefan molyneux,0
obviously rap crime face indicative poor character aesop rock rap rap murder people beat shit people fun rap stuff stuff speak volume character want perceive world absolutely relevant,0
people know ground say people ferguson say black white thing cop step boundary say protest daylight peaceful tailgate like cop come military like overreactive fwiw,0
spread word year unarmed white guy shoot black cop,0
one good breakdown see yet need slow think act thing,0
watch video stef mention know truth fucking evidence need start happen whole thing start car kid run cop run kid turn around charge cop cop freak fuck start shoot kid comes come cop eventually get hit head end,1
white weak,1
stephan thank video take available information account provide reasonable rational breakdown next video could please call truth police brutality militarization police united states thank steve,0
omg give whole story give one side half,0
white race racist race,1
think somebody deserve die steal cigar fine criminal put legal process humane kill americans treat felon criminal like dog moment commit minor crime like steal cigarette smoking weed long human right one rap make bad quality tone think matter lot people produce rap music consider big rapper always talk smoking weed bitch kill people surprise brown probably inspire crime brown steal cigar tell white person convenience store steal alcohol get shoot even hour later police would justify police shoot,0
charge armed cop dangerous weapon,0
come towards officer thing charge officer person foot away eyewitness say,0
stef stateless society discussion existence cop useless know cop protect state corporation take decision existence people two second waw,0
molyneux spread complete information complete garbage,1
time sequence event wrong call make report robbery officer darren wilson dispatch crime scene even police chief say publicly,0
thank,0
white supremacy good,1
amazing info police officer give award find nothing else plus witness support oppose view state friend officer wilson wife say repeatedly fact nothing hit piece michael brown long take tell truth day still statement officer quick release dirt micheal brown smell yet wait see video catch incident take plus day show write report unless fill lie truth change need preparation simply tell,0
michael brown would college live would county jail await trial robbery assault police officer maybe even attempt murder,1
construction worker work area see incident state brown hand raise surrender find interesting witness account limit solely account support minority viewpoint additionally innocent prove guilty mindset simpson charge nicole murder explain shot brown back conveniently omit information witness state brown surrender except mention see single picture injury sustain police officer brown allegedly beat actually believe picture exist would medium say officer action motivate racism say officer probably psychopathic tendency seem type hire police street usa great presentation highly hypocritical,1
call anarchist defend cop shoot unarmed civilian highly disappointed beginning video refer square know blunt much bad stefan incredibly touch evidence complete ignorance towards black hip hop culture slang start smoking blunt listen hip hop would likely gain enlightened understanding life like low class america,0
almost floor shave quality cigar cmon keep sensationalism one comment video perfect well think well put,0
thank stefan humorous tragic enlighten california,0
comment fuck ridiculous see video year know hand shoot bullshit still tragedy let keep exploit man death good come anyway shape form,1
black thug plan,1
say nigga way many time,0
really say trevon martin bring watermelon skittle make lean lol white ppl say aannyythe make blk ppl look certain way truth even trevon say limit nigga fuck kid say dumb thing time say batman lol sicken make kind excuse talk second video tbat come year mike brown situation cop say think important show mike make trade store owner robbery lol talk corruption police medium withholding information,1
people justify murder evil,1
injustice white kid would excuse,1
man guy nothing bunch waffle nonsense come mouth answer question,1
merica,0
ana kasparian beautiful woman world,0
ana fuxke hot,1
johnathan gentry november winner loser case heart prayer michael brown family darren wilson family current leader seek make racial issue try divide country worker satan,0
really care much cop somebody tell dumb ass girl unarmed white people every year kill black week ago black cop shoot unarmed white man salt lake city crime commit black understand crime poverty related white woman rap black fbi report fuck rape poor answer nothing anyone rap someone hang neck dead,1
hey rogan tell good cop put bad one jail,0
agree joe cop extremely difficult job many qualified handle yes lot good cop however intelligent unplug matrix joe always claim seem completely unaware ignore reality country corrupt prison industrial complex tie fail judicial system well racial agenda behind police brutality,1
tear gas geneva convention hahahahahahahah,1
aim gun people say something like extremely american america broken system,0
tear gas ban geneva convention really stupid cunt also assault man early day assault police officer violent felony add big thug tell say unarmed shoot fucker try take cop gun already tell would outraged thug kill cop double standard one say different stupid asthese two,1
anybody get cigar,0
always easy second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake make also medium play big part issue white kill black man black cop kill black man would even make news probably need get long stop make everything race issue good citizen issue cop young man saint gentle giant say rob store probably thing happen cop explain god people involve know exactly happen,0
thumb video clarify joe rogan commentary ignorance ana spew mean ignorant necessarily disparage mean really understand situation,0
need able call people gun citizen completely disarm north hollywood bank heist would much short city people strip ammendment right,1
great interview,0
anna dumb ass joe rogan clue say anna porn something leave job one intelligent,1
lord mighty ana incredibly hot body perfect,0
vile cunt,1
joe rogan idiot,1
think mezzican,0
work poor white fear kid would profile like whole life get search every time get stop record love fucking hope well kid,0
since start give fuck joe rogan say anything use make people eat bug shit social commentator come fuck,1
finland population million police force police use weapon time year use weapon include point weapon someone around shot fire every year police warn shot approximately shot fire people per year police finland many shot shoot extremity death quite rare case man come towards two police officer machete shoot first leg still grip machete wave around ground officer fire penetrate leg man later die hospital second police officer find guilty manslaughter use excessive force country gun civilian hand world position death cause firearm unlike america police enjoy high amount public trust place trustworthy profession behind fireman doctor maybe could something gain american cop take pointer country police procedure instead play cowboy edit finnish police wear blue overall resistant knife cut duty put cut resistant glove call give way deal threat copy text write another tyt video issue,0
look mike brown world instrumental,0
officer pull weapon create buffer zone thing like baltimore happen,0
wish joe would fear factor eat fresh steaming pile shit mouth would full hear worthless cunt speak,1
non lethal weapon control crowd lol love rogan discussion stupid fuck,1
cop fractured eye socket fist two shot fire bottom position inside cop car guy bring second degree murder charge,0
guess misread joe ever see anyone put place swiftly eloquently even sure realize,0
hey shout thai writing shirt lol thaipride,0
love rogan tear gas geneva convention lol mustard gas burn rib inside vomit sorry say,0
shibby dibby ignoramus ass bitch,1
shoot tear gas professional soldier member public country absolutely fine,1
bitch deport,1
easy cop lot friend cop joe kind guy think everyone friend highly doubt know lot cop say badge anyone navy seal show aptitude physical prowess sjws bring lot people police officer much noble critic know yes bad cop like new bad people walk life michael brown sidewalk try force police officer world come cop tell walk side walk would run many kid want rapper act like hard nothing hard rob people punk tragedy michael brown lose life something trivial yes black friend stuff never know fight cop alive make something life respect authority live,0
show title belong host name,0
jimmy dore dickhead square,1
traffic bad enough,0
bear mace gas pedal,1
fuck dumbass attention whore cause problem,1
move taze arrest,0
would eat coal could roll,1
garbage police kick job pay suppose let shit protester block thousand people could emergency surprised see video police like kiss idiotic law enforcement,1
police charge,0
nice lorry driver need run fuck,1
mmh year already still moronic bullshit shit ass country,1
run mdrfckr,1
run,1
protester look like kid wonder anyone get license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,0
piece shit business wear even chp uniform,1
new episode snl also feel sorry thy guy,0
know bad late work shoot kill,1
run,1
shoot would run,1
always good moderate understanding see woman scrub screw black life matter movement hope die,1
look dimwad police escort back people hold idiot,1
great footage wish news caster would shut minute police officer start talk let play would much interesting hear comment,0
drive slowly towards smart get way,1
truly sad people stop roadway simply walk protestor inform second use punch bag boy girl move disband lie bitch need ass kick far chp even one citation write bitch cop,1
fuck peaceful gun gas human road block problem solve,1
never racist almost make one ofc mean get idea,0
run,1
black life matter take black ass home nothin black ass,1
upset court ruling upset close whole freeway main cause airline ticket america freedom speech active right,0
allivesmatter,0
store owner ever get pay cigar innocent ass kid stole,1
job fuck loser get way,1
haha big old fucking make censor,0
glad protestor affect many people give public reason hate,1
anyone stupid enough stand roadway run die improve gene pool,1
driver run keep,1
black able white people rush hour traffic come home job bring lazy ass watch get high fuck people provide welfare yea white people sit jury rule lice brutality shooting piss sure get see side story,1
cop even anything wtf protester want break face loser nolifes,1
time want see sniper bush start pick one one,1
fuck stupid ass generation like apologize generation agree people right protest speak etc love god mess people anything get petition sign write government get fuck everyone day,1
people road goddamn kid,0
would bring would job care jail nog would deserve,1
get job,1
prove block road,0
driver pound,1
cop make money arrest people easy money tazing macing hurt grab cuff huge safety violation right,0
useless people stand middle road scream useless shit,1
rich brat,1
police job arrest idiot block public road ridiculous people arrest run stupid freeway,1
well bring tear gas beanbag round rubber bullet,1
monkey screamin bout honky intensifie,1
fuck time freeway,0
warning round gatling gun clear freeway instant,1
omg dumbass protester prevent cop job whining really really hate people protest like edit look ugly ass black girl big eye,1
get fire dept fire truck blast water jet get,1
liberal nonsense,1
believe people really believe lead kind revolution,0
would really love see car snow plow drive straight protester,1
fucking commie even know happen,1
need arrest protester soon start block traffic driver see start block road stop,1
anyone else piss end let walk big deal crap pull one get pepper spray,1
idiot,1
care protest one run punk ass hope get run,1
black life splatter,1
walk right past cop pepper spray boy wait free pass beat protester ass,1
law win prosecute run people block street sure know win people cause lol,1
accelerate fast enough one able film plate time,1
need shoot racist fucktard,1
white racist always comment section glad white exterminate another year white peace earth,1
get pay protest ask protest idea flow along mean would run fuck system arrest drive thru arrest fuck system america voice right right block traffic,1
weak display law enforcement,1
let relax slowly grabs gauge,0
run motherfucker,1
talk get fucker road period would run let sue,1
plow get way,1
would get car start burnout face either move get smoke,1
run,1
fuck cop pussy,1
california stupid arrest charge driver need get work feed family,1
hope fucker get slam major fine fuck idiot,1
one mustang need situation lol,1
run everyone,1
pop couple shot air watch scatter like roach light turn,1
someone take one team plow right,1
nothing hypocritical movement claim support black block probably hundred black try get job feed god damn family,0
ahh love country,0
useless cop talk protester instead break head,1
dumb ass people run,1
parent one kid fail one job parent raise cunt,1
bored stupid kid,1
german police pretty nice even would beat protestor,0
run black cunt,1
ram prick,1
next time line car start make burnout smoke riot gas non lethal eficient double check actualy non lethal course,1
think deal situation driver work thing come get car get driver stoppe car come clean road self justice something support irrationally rationally,1
fuck idiot get outta way people get get work,1
bad nobody run hmm dumbass live matter stay fuck street duh,1
run freaking freeway,1
pepper spray create dangerous situation motorist get put jail peaceful protest infringe upon citizen right move freely due blockade call protestor create dangerous situation,0
arrest,0
wish much type protester come would arrest fin teach law,0
make mad point gun,0
arrest block highway want protest somewhere else,0
protest furgison cal take fight wear start,0
people realize block road piss people get people onto side,0
ever get situation run asshole,1
run stupid ass stupid enough stand middle freeway,1
sue time wast,0
californian deserve backup since elect people allow happen without consequence try live would shoot runne,1
lot driver band together collectively beat living shit every one little prick,1
crazy thing think office never anything want random people,0
would satisfy someone throw molotov middle group,1
run ignorant fuck world well without,1
one paintball gun take,1
tell break law block interstate traffic let get hit vehicle tell leave driver vehicle noy charge injury incur bill retards stand street,1
gas grenade pepper spray knight stick would apply,0
get protest like wrong people,0
stand side freeway instead block thousand car,0
patient ever ambulance get injure bad make hospital protestor liable die protestor charge man slaughter,1
legally allow run consequence,1
give key county snowplow get road open asap,1
kid would beat shit,1
happen would drive though cop shit mess let finish say like need get home work see long line car hold people bullshit,1
idiotz,1
stupid nigger,1
give fuck protest block fucking traffic cunt piss everyone else day honestly cunt law intentionally block traffic driver reserve right run fuck quicken darwinism process anyway,1
get time work,0
dumb fuck screw fellow citizen instead protest police,1
would press button shoot tsar bombar outta car,1
everyone want next mlk issue problem anymore require another mlk,0
hilarious see moron get hit car,1
protest,0
understand point black life matter block traffic like like wth people need place hospital family work etc plane stupid,1
obstruct interstate commerce federal felony offence cop useless blm democrats modern version racist terroristic also create protester rioter driver first row car wimp imagine die ambulance stop traffic jam mile long,1
truck foghorn,0
people hurt cause help day one rational blacklivesmatter side anymore,0
supra need let happen,0
sign say black life matter block black white people wtf,1
deal force,0
drive,1
stupid american,1
would keep get hit get hit slowly push way ppl need grow fuck,1
law protester block street leagaly allow run,1
pepper spray cunt run,1
bunch pussy nothing well cry problem escalate stupid shit like,1
inform exactly fuck try find reliable resource understand believe thing like still happen,0
people ferguson loot oly thing goverment care economy fuck make effort stop crooked cop,1
good quality,0
wow,0
welcome new world order,1
hell care people peacefully protest police feel threaten act say blow fucker face follow riot,1
want toss one gernade lol anyone course range would fucking shit,1
memory btw bring firework,0
stuff like one reason people associate violence danger black people,1
awesome,0
love lady need strong woman like peggy hubbard,0
peggy native american love honey,0
huge wisdom anyone ear listen,0
mrs hubbard get jamyla bolden die needlessly,0
amen amen sister strong black woman get back,0
stand woman speak truth applaud gut young lady,0
peggy bless much courage heart thank honesty passion matter whatawoman,0
lady first guest speaker sharpton rally seriously,0
love woman voice matter fuck black life matter,1
real parent real mother nothing real talk right learn well mom voice truth sea bullshit,0
finally black person unbiased opinion incredibly high percentage black life lose among extremely small fraction police black people need take responsibility violence,1
thank truth speak innocent,0
sad disgrace black people,1
mother tell thing god bless woman,0
gal call spot way peggy way,0
blk life matter bullshit witch call bullshit black people kill five period newark call bullshitb,1
love saem thing peggy stupid kill self quick stlpd could ever wakeup,0
niggas love victim situation separate black people need,1
politician style oratory peggy hubbard one short video ring message loud clear listen england thankfully gun culture see enough american scene time know peggy drop hang wringing crap tell word write post white house mavbe someone would listen act,0
everyone share woman awesome,0
real black leadership real revolutionary radicalism,0
respect,0
thank voice sanity black community peggy,0
wow people like say thing rightly say police get offend tag racist therefore truth might speak give credence society know speak truth magnifie like one else could elevate people like school board city council mayor state national office,0
navy vet mad respect,0
day day thisisacommentary truth,0
bitch talk people like dylan roof james holmes jar loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazi glen miller elliot rodger buford furrow john houser etc right,1
thank real hear little girl think thing rage medium ever behind want promote racial tension nobody black community want talk elephant room almost like everything medium music scene promote thug life,0
peggy hero,0
awesome woman,0
think alot black people tired gun violence gang ignorance community want stop yes bad people race get statement talk thing black commuity people quick say bad people every race say put black want people well care selfs repectful way,0
tip hat class lady well speak,0
black people like,0
right black shitter white man,1
obama say exactly lady say instead defend thug clean language however,1
proud woman mother stand principle morality plain common sense afraid tide culture wrong path kudo peggy also mother kid hattiesburg kill police officer stand take responsibility two wonderful role model late heroine,0
basically talk black life matter guess loot rioting take place asshole whose rob drug community hit point cnn believe police brutality want reform know racism also know nobody take fucking second look black right till black people take stand self destruction,0
spread video everywhere awesome,0
thank peggy,0
female uncle ruckus,0
well damn good,0
white person always think everyone treat fairly blm create bunch bull threaten life make hard cop take bad guy maybe draw weapon fast enough kill spirit hero kill spirit put enough comply rush burn house type thing bad cop neighborhood gang neighborhood heat take embolden spirit life matter form racism blm cause feeling black life matter peggy give hope still hope still intelligence black community maybe still live together one less white guy willing join peggy blm,1
agree sista,0
black person say thank speak truth many black cause trouble dressing like idiot bring trouble kill eachother cause crime complain police good glad parent grow properly stay away garbage,1
thank mrs hubbard happy say need say black allow neighborhood destroy black mother stand count black father keep ass home help raise child peggy chief back fair wind follow sea shipmate slap hear round world need happen whole lot sister,0
girl listen twice retweete twice first gateway pundent second youtube god bless hubbard god speed vid,0
great video thank peggy,0
brave woman bring tear eye,0
peggy hubbard president,0
respectable woman,0
much logic intelligence must mixed race intelligent white dna,1
amen tell like sister aman,0
need people like peggy hubbard support mother year common sense,0
think fall love,0
one must fuck stupid one attack police officer expect get away without response police,1
never hear woman love say message valuable get thank post,0
hit nail head black life matter guess keep kill stupid shit like gang loyalty sell drug instead get education able get getto take hat parent raise chlidren value pride cause one make difference drug deal gang banger difference makeis one less holiday dinner,0
dear peggy please mother run president,0
plenty white people care exact view woman deem racist stop care,0
look deep happen black people put black people situation black people hope learn history,0
love woman wish like would certainly help cause page,0
cruel mom,0
speak want say,0
woman get nobel peace prize instead antichrist obama,0
bravo,0
correction black ppl never violent ppl planet say true come black black crime shit single race shit happen race across globe,1
sure michael brown know killer young girl consider homeboy,0
love peggy,0
yeah say save tax dollar buy part harley lolol,0
peggy know many fine black woman man like sick tired violence blame thank speak,0
awesome job peggy thank tell truth westandwithpeggyhubbard,0
