Text,CleanText,ProcessedText,IsToxic,split
this guy here he needs to grow up.,this guy here he needs to grow up,guy need grow,0,test
"Shoot to apprehend? Easier said than done.. When the evidence was presented, Michael brown was still attackin darren after he was shot twice.... People have this misconception, like in the movies, that one gun shot anywhere to the body, will disable an attacker. This is a false belief.. There are cases of people still attacking or running after they've been shot 2-3 times. For god sake, 50 cent was shot 9 times and he's alive... When you're being attacked by a 6 ft 3 200 somthing pound person, and you're on your back, it's hard to say I""m just goin to shoot to apprehend. Had michael brown copnducted himself like a gentleman, this wouldn't have happened. He was an aggresive piece of shit, and this muslim shit head isn't any better. He's filled with rage and doesn't have the answer for anything. Progression comes from tolerance not violence.",shoot to apprehend easier said than done when the evidence was presented michael brown was still attackin darren after he was shot twice people have this misconception like in the movies that one gun shot anywhere to the body will disable an attacker this is a false belief there are cases of people still attacking or running after theyve been shot times for god sake cent was shot times and hes alive when youre being attacked by a ft somthing pound person and youre on your back its hard to say im just goin to shoot to apprehend had michael brown copnducted himself like a gentleman this wouldnt have happened he was an aggresive piece of shit and this muslim shit head isnt any better hes filled with rage and doesnt have the answer for anything progression comes from tolerance not violence,shoot apprehend easier said done evidence presented michael brown still attackin darren shot twice people misconception like movie one gun shot anywhere body disable attacker false belief case people still attacking running theyve shot time god sake cent shot time he alive youre attacked ft somthing pound person youre back hard say im goin shoot apprehend michael brown copnducted like gentleman wouldnt happened aggresive piece shit muslim shit head isnt better he filled rage doesnt answer anything progression come tolerance violence,1,train
"It's not about just Brown, it's about daily killings of non-whites by white cops and that's a reality.",its not about just brown its about daily killings of nonwhites by white cops and thats a reality,brown daily killing nonwhites white cop thats reality,0,train
"How was this guy hired?
What an idiot",how was this guy hired what an idiot,guy hired idiot,1,train
This guy is a moron.,this guy is a moron,guy moron,1,test
Cnn...so out of touch..close up idiots.. people are watching for the comedy of reporting.lol,cnnso out of touchclose up idiots people are watching for the comedy of reportinglol,cnnso touchclose idiot people watching comedy reportinglol,1,train
"Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. ",bassem masri is a criminal a thug and a psychopath he has no credibility and no humanity he needs to be locked in a jail cell time for the rubberroom and straightjacket for bassem get his intellectually dishonest butt out of the community,bassem masri criminal thug psychopath credibility humanity need locked jail cell time rubberroom straightjacket bassem get intellectually dishonest butt community,1,train
CNN this is why you are a joke!,cnn this is why you are a joke,cnn joke,1,train
I wonder what the police expect will happen when they continually abuse and kill people  ? Do they honestly expect the public  to do nothing about it ? To just lay back and take it and let the cops just turn into one massive street gang who are allowed to kill without consequence? Even a rat when it's cornered will defend itself ..,i wonder what the police expect will happen when they continually abuse and kill people do they honestly expect the public to do nothing about it to just lay back and take it and let the cops just turn into one massive street gang who are allowed to kill without consequence even a rat when its cornered will defend itself,wonder police expect happen continually abuse kill people honestly expect public nothing lay back take let cop turn one massive street gang allowed kill without consequence even rat cornered defend,1,train
"""I don't want my sons death to be in vain."" ""LET'S BURN THIS BITCH DOWN!"" Stupid fucks destroying livelihoods. Peaceful protests my fucking ass.",i dont want my sons death to be in vain lets burn this bitch down stupid fucks destroying livelihoods peaceful protests my fucking ass,dont want son death vain let burn bitch stupid fuck destroying livelihood peaceful protest fucking as,1,train
This guy is my hero.,this guy is my hero,guy hero,0,train
"Did he say that the sound of him spitting is an ""Arab expression""?",did he say that the sound of him spitting is an arab expression,say sound spitting arab expression,0,train
Wow!!!,wow,wow,0,train
I think that this indecent is unessacerry for the event of one person being shot. Mr. Brown stole something so it wasn't intirely the police officers fault.,i think that this indecent is unessacerry for the event of one person being shot mr brown stole something so it wasnt intirely the police officers fault,think indecent unessacerry event one person shot mr brown stole something wasnt intirely police officer fault,0,train
"This is a genuine failure of leadership by the President of the United States.  This nice town, Ferguson, should have been declared a state of emergency. It should have been put under martial law, federal troops should have stuffed the town, and non-residents should have been pushed out.  Everyone knew there was going to be another riot.  But...what did the President do?  He didn't want to offend the black community. He didn't want anyone else to get shot.  So he just let 'er burn baby burn.  Seems to me, that a real leader could have had it both ways.  Mr. President, sir, you have failed reprehensibly - and I do accuse you.﻿",this is a genuine failure of leadership by the president of the united states this nice town ferguson should have been declared a state of emergency it should have been put under martial law federal troops should have stuffed the town and nonresidents should have been pushed out everyone knew there was going to be another riot butwhat did the president do he didnt want to offend the black community he didnt want anyone else to get shot so he just let er burn baby burn seems to me that a real leader could have had it both ways mr president sir you have failed reprehensibly and i do accuse you,genuine failure leadership president united state nice town ferguson declared state emergency put martial law federal troop stuffed town nonresident pushed everyone knew going another riot butwhat president didnt want offend black community didnt want anyone else get shot let er burn baby burn seems real leader could way mr president sir failed reprehensibly accuse,1,train
"anyone know if they are irradiating commercial strawberry seeds, mine wont germinate ?",anyone know if they are irradiating commercial strawberry seeds mine wont germinate,anyone know irradiating commercial strawberry seed mine wont germinate,0,train
Arabs Hate black people. This ISIS sympathizer just wants to call it his community. Nonsense.,arabs hate black people this isis sympathizer just wants to call it his community nonsense,arab hate black people isi sympathizer want call community nonsense,1,test
I can't for the life of me understand why people think that Mike Brown was a martyr for some cause. The man was a criminal. Are all black people criminals? Absolutely not. Are there white criminals? Hispanic criminals? You betcha. If the situation was EXACTLY the same but the races were reversed there would not be an issue at all.,i cant for the life of me understand why people think that mike brown was a martyr for some cause the man was a criminal are all black people criminals absolutely not are there white criminals hispanic criminals you betcha if the situation was exactly the same but the races were reversed there would not be an issue at all,cant life understand people think mike brown martyr cause man criminal black people criminal absolutely white criminal hispanic criminal betcha situation exactly race reversed would issue,1,train
Well done 👍,well done,well done,0,train
"Old mans way has been tried forever and how well did that worked,  look where we are now. ",old mans way has been tried forever and how well did that worked look where we are now,old man way tried forever well worked look,0,train
"3:44
U no wat im sayin",u no wat im sayin,u wat im sayin,0,test
Without that badge they a bitch and a half. So fuck the police!!,without that badge they a bitch and a half so fuck the police,without badge bitch half fuck police,1,train
"THIS ARAB PIECE OF SHIT,,, ACTING LIKE HE GETS HARRASSED,, HE OR HIS PARENTS OWN A STORE AND YET HE ACTS LIKE HE GETS TREATED LIKE BLACK PEOPLE LOL... the same people who steals from his store,, what a moron piece of shit",this arab piece of shit acting like he gets harrassed he or his parents own a store and yet he acts like he gets treated like black people lol the same people who steals from his store what a moron piece of shit,arab piece shit acting like get harrassed parent store yet act like get treated like black people lol people steal store moron piece shit,1,train
"It's people like this guy that makes America shake it's head.

Nawamsain'?

No the fuck we don't.",its people like this guy that makes america shake its head nawamsain no the fuck we dont,people like guy make america shake head nawamsain fuck dont,0,train
"Police brutality affects everyone.  It's not just a black issue, and when they made it a ""black"" issue that's when people who aren't black tend to stop listening.  End racial profiling as if police don't fuck with everyone?  Police don't care WHAT color you are, if you aren't  a policeman they will fuck with you.  If you look on youtube you will notice the brutality doesn't discriminate.  

So stop it with this racial bullshit, because if you want cops to finally be held accountable for their powertripping actions, you need to realize that playing the whole ""because I'm black, and only black, and black"" card, makes people who aren't black feel less sympathetic because every race here has had issues with them.",police brutality affects everyone its not just a black issue and when they made it a black issue thats when people who arent black tend to stop listening end racial profiling as if police dont fuck with everyone police dont care what color you are if you arent a policeman they will fuck with you if you look on youtube you will notice the brutality doesnt discriminate so stop it with this racial bullshit because if you want cops to finally be held accountable for their powertripping actions you need to realize that playing the whole because im black and only black and black card makes people who arent black feel less sympathetic because every race here has had issues with them,police brutality affect everyone black issue made black issue thats people arent black tend stop listening end racial profiling police dont fuck everyone police dont care color arent policeman fuck look youtube notice brutality doesnt discriminate stop racial bullshit want cop finally held accountable powertripping action need realize playing whole im black black black card make people arent black feel less sympathetic every race issue,1,train
CHRISTIANS ROCK!,christians rock,christian rock,0,train
The only good CNN anchor I have ever seen...,the only good cnn anchor i have ever seen,good cnn anchor ever seen,0,train
Islamic Terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people,islamic terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people,islamic terrorist insighting hatred violence disguise african citizen time american citizen realise true enemy islam black white people,1,test
Fuck CNN you corrupt demon worshiping fools,fuck cnn you corrupt demon worshiping fools,fuck cnn corrupt demon worshiping fool,1,test
This guy is a dumbass. He claims that policed hired thugs took his phone and shot off rounds without any evidence to back his claims.,this guy is a dumbass he claims that policed hired thugs took his phone and shot off rounds without any evidence to back his claims,guy dumbass claim policed hired thug took phone shot round without evidence back claim,1,test
"Mike browns father does NOT buy into it....he got caught on video saying ""Burn the bitch down"" reffering to Ferguson................and this dude you are interviwing is just a thug and should not be given air time.............",mike browns father does not buy into ithe got caught on video saying burn the bitch down reffering to fergusonand this dude you are interviwing is just a thug and should not be given air time,mike brown father buy ithe got caught video saying burn bitch reffering fergusonand dude interviwing thug given air time,1,train
"Brown isused as an excuse to loot take peoples shit and destroy neighborhoods , haaaa typical ghetto bullshit. Ya ain't even hood, ya just ghetto bitches collecting free rent from the govt while fighting the govt. same occupy Wall Street fagets have nothing else to do , go clean the highways !!!!!",brown isused as an excuse to loot take peoples shit and destroy neighborhoods haaaa typical ghetto bullshit ya aint even hood ya just ghetto bitches collecting free rent from the govt while fighting the govt same occupy wall street fagets have nothing else to do go clean the highways,brown isused excuse loot take people shit destroy neighborhood haaaa typical ghetto bullshit ya aint even hood ya ghetto bitch collecting free rent govt fighting govt occupy wall street fagets nothing else go clean highway,1,train
WTF!! Isn't this the guy who got mugged for his iphone 6 in ferguson?? That video was hilarious!!,wtf isnt this the guy who got mugged for his iphone in ferguson that video was hilarious,wtf isnt guy got mugged iphone ferguson video hilarious,0,train
"*WHAT DOES TRAYVON MARTIN AND MICHAEL BROWN HAVE IN COMMON?*  
*THE REAL REASON BEHIND THE RIOTS THAT NO ONE DARE SPEAK OF.*

As with the Zimmerman case the common factors here are those race mongers like Al  Sharpton, CNN and MSNBC whipping up the black community to see racism where there is no racism and injustice where there is no injustice.

Give it a year or two and I can promise you, there WILL be another Zimmerman or Michael Brown style case.
 
*But the bigger question is WHY will there be a similar case?* 

Because rather than face the REAL  root cause of  many of the problems suffered by black Americans - poverty , high crime, the high black on black murder rate, it is far easier to turn a blind eye , and point the finger and shout RACISM !   

*SO WHAT IS THE ROOT CAUSE OF BLACK PROBLEMS IN AMERICA IF ITS NOT RACISM?*

The root cause is the break down of the black American family and the high number of fatherless children growing up in single parent homes. The governments own statistics reveal that children born into fatherless homes are more likely to drop out of school, more likely to have a history of unemployment, high chance of poverty,  and more likely to serve time in prison - the list goes on and on.

When we look at the fact that 70% of black children will grow up in a fatherless home compared to 24% of  white children we see a number that begins to explain WHY black poverty and black crime is so high amongst blacks in America with 70% of black mothers on welfare.

Complied with a dysfunctional gangster-rap culture that glorifies promiscuity, drug dealers the abuse of women and the power of the gun, we see a problem beginning to emerge and the reason for the deaths of Trayvon Martin and Michael Brown begin to come clear.

Black Americans, a 13% minority, are doing 54% of the dying and probably 54% of the killing. That needs to be said. So now we have black culture of violence financed by the welfare system. 

*CONCLUSION*

*Like i said - there WILL BE  another ""race based case"" sooner or latter - in fact it will NEVER end. As long as race mongers like Sharpton , CNN and MSNBC continue to promote the idea that its all about racism rather than the disintegration of the black American family another Ferguson is just around the corner !*",what does trayvon martin and michael brown have in common the real reason behind the riots that no one dare speak of as with the zimmerman case the common factors here are those race mongers like al sharpton cnn and msnbc whipping up the black community to see racism where there is no racism and injustice where there is no injustice give it a year or two and i can promise you there will be another zimmerman or michael brown style case but the bigger question is why will there be a similar case because rather than face the real root cause of many of the problems suffered by black americans poverty high crime the high black on black murder rate it is far easier to turn a blind eye and point the finger and shout racism so what is the root cause of black problems in america if its not racism the root cause is the break down of the black american family and the high number of fatherless children growing up in single parent homes the governments own statistics reveal that children born into fatherless homes are more likely to drop out of school more likely to have a history of unemployment high chance of poverty and more likely to serve time in prison the list goes on and on when we look at the fact that of black children will grow up in a fatherless home compared to of white children we see a number that begins to explain why black poverty and black crime is so high amongst blacks in america with of black mothers on welfare complied with a dysfunctional gangsterrap culture that glorifies promiscuity drug dealers the abuse of women and the power of the gun we see a problem beginning to emerge and the reason for the deaths of trayvon martin and michael brown begin to come clear black americans a minority are doing of the dying and probably of the killing that needs to be said so now we have black culture of violence financed by the welfare system conclusion like i said there will be another race based case sooner or latter in fact it will never end as long as race mongers like sharpton cnn and msnbc continue to promote the idea that its all about racism rather than the disintegration of the black american family another ferguson is just around the corner,trayvon martin michael brown common real reason behind riot one dare speak zimmerman case common factor race monger like al sharpton cnn msnbc whipping black community see racism racism injustice injustice give year two promise another zimmerman michael brown style case bigger question similar case rather face real root cause many problem suffered black american poverty high crime high black black murder rate far easier turn blind eye point finger shout racism root cause black problem america racism root cause break black american family high number fatherless child growing single parent home government statistic reveal child born fatherless home likely drop school likely history unemployment high chance poverty likely serve time prison list go look fact black child grow fatherless home compared white child see number begin explain black poverty black crime high amongst black america black mother welfare complied dysfunctional gangsterrap culture glorifies promiscuity drug dealer abuse woman power gun see problem beginning emerge reason death trayvon martin michael brown begin come clear black american minority dying probably killing need said black culture violence financed welfare system conclusion like said another race based case sooner latter fact never end long race monger like sharpton cnn msnbc continue promote idea racism rather disintegration black american family another ferguson around corner,0,test
"How many shots to disable one man ? If the officer felt so threatened was there a call for backup ? How many shots before one man cannot continue to threaten another ? With the transcript of witness evidence released there seems to more questions unanswered than answered, I pray for all involved that they might find some peace from a terrible encounter. Amen ",how many shots to disable one man if the officer felt so threatened was there a call for backup how many shots before one man cannot continue to threaten another with the transcript of witness evidence released there seems to more questions unanswered than answered i pray for all involved that they might find some peace from a terrible encounter amen,many shot disable one man officer felt threatened call backup many shot one man continue threaten another transcript witness evidence released seems question unanswered answered pray involved might find peace terrible encounter amen,0,test
"My thought of this ""waste of skin' catching his just  desert at 3300fps wouldn't make me a popular guy with  the ""no free people allowed"" party. But I don't live on the bookends of this country. The rest of you libshits' would do yourselves justice to know the MAJORITY of Real Americans despise you in every way. Know It and own it. Every day you continue to exist is because ying must have yang motherjumper!",my thought of this waste of skin catching his just desert at fps wouldnt make me a popular guy with the no free people allowed party but i dont live on the bookends of this country the rest of you libshits would do yourselves justice to know the majority of real americans despise you in every way know it and own it every day you continue to exist is because ying must have yang motherjumper,thought waste skin catching desert fps wouldnt make popular guy free people allowed party dont live bookend country rest libshits would justice know majority real american despise every way know every day continue exist ying must yang motherjumper,1,train
"Wow, an a-hole that makes a CNN interviewer seem reasonable and balanced....",wow an ahole that makes a cnn interviewer seem reasonable and balanced,wow ahole make cnn interviewer seem reasonable balanced,1,train
Never argue with an idiot ,never argue with an idiot,never argue idiot,1,train
"So ratchet!lol
",so ratchetlol,ratchetlol,0,test
"STFU YOU MUSLIM PIECE OF SHIT!  the cops should have fired ten rounds into his ass.

or better still... lets cut his head off and pour pigs blood down his throat. I am willing to bet it was them dirty fckn Islamic bastards that set those fires and not even the blacks that did.",stfu you muslim piece of shit the cops should have fired ten rounds into his ass or better still lets cut his head off and pour pigs blood down his throat i am willing to bet it was them dirty fckn islamic bastards that set those fires and not even the blacks that did,stfu muslim piece shit cop fired ten round as better still let cut head pour pig blood throat willing bet dirty fckn islamic bastard set fire even black,1,train
"I made a song addressing Ferguson and the issues today. Please listen and thank you

Tha Bigger Picture - SoundCloud
Listen to Tha Bigger Picture by Kool D #np on #SoundCloud
http://soundcloud.com/derek-savage-3/tha-bigger-picture",i made a song addressing ferguson and the issues today please listen and thank you tha bigger picture soundcloud listen to tha bigger picture by kool d np on soundcloud,made song addressing ferguson issue today please listen thank tha bigger picture soundcloud listen tha bigger picture kool np soundcloud,0,train
"Michael Smerconish is a little bitch. I like how he subtly tries to insult the guy and the guy laughs at him. This really shows how low CNN will stoop and what a garbage hole CNN has become.. And what a piece of ass sucking work Michael Smerconish is.  I guess it is no wonder why in my home we
DON'T WATCH CNN.  (CRAP NEWS NETWORK)",michael smerconish is a little bitch i like how he subtly tries to insult the guy and the guy laughs at him this really shows how low cnn will stoop and what a garbage hole cnn has become and what a piece of ass sucking work michael smerconish is i guess it is no wonder why in my home we dont watch cnn crap news network,michael smerconish little bitch like subtly try insult guy guy laugh really show low cnn stoop garbage hole cnn become piece as sucking work michael smerconish guess wonder home dont watch cnn crap news network,1,train
"NO THANKSGIVEN OR CHRISTMAS   for all the Owners of the Business that were Looted,stole from, Burned out for no good reason and NONE FOR YEARS TO COME,    These People did NOTHING except serve the same ones that Burned them out.     May God have mercy on you    I WOULD NOT.",no thanksgiven or christmas for all the owners of the business that were lootedstole from burned out for no good reason and none for years to come these people did nothing except serve the same ones that burned them out may god have mercy on you i would not,thanksgiven christmas owner business lootedstole burned good reason none year come people nothing except serve one burned may god mercy would,0,test
The grand jury amd processor have too much power in the justice system amd connections with other police departments that's what I'm sayin honestly,the grand jury amd processor have too much power in the justice system amd connections with other police departments thats what im sayin honestly,grand jury amd processor much power justice system amd connection police department thats im sayin honestly,0,test
"They are protecting and serving us, from people like Michael Brown. The guy deserved to be killed, cry more about it...",they are protecting and serving us from people like michael brown the guy deserved to be killed cry more about it,protecting serving u people like michael brown guy deserved killed cry,1,test
"If that cop shot a white guy, there would not be any riots. But since he shot a black guy, everyone seems to think it was because he was black. Look at the evidence not skin color. Everyone always throws out the race card over crap like this.",if that cop shot a white guy there would not be any riots but since he shot a black guy everyone seems to think it was because he was black look at the evidence not skin color everyone always throws out the race card over crap like this,cop shot white guy would riot since shot black guy everyone seems think black look evidence skin color everyone always throw race card crap like,0,test
"I find it amusing how all of these protesters claim they're fighting against racism but yet they are blind to their own racism. There have been several reports of black people attacking white people. Just a couple of days ago, it was reported that a white man was beaten to death with a hammer by black teens in St. Louis. Yeah clearly no racial intent there. Fucking hypocrites. ",i find it amusing how all of these protesters claim theyre fighting against racism but yet they are blind to their own racism there have been several reports of black people attacking white people just a couple of days ago it was reported that a white man was beaten to death with a hammer by black teens in st louis yeah clearly no racial intent there fucking hypocrites,find amusing protester claim theyre fighting racism yet blind racism several report black people attacking white people couple day ago reported white man beaten death hammer black teen st louis yeah clearly racial intent fucking hypocrite,1,train
"EXCELLENT!! They'd (media-slaves) have us wait to speak out,,so this gets lost into the next tragedy.. there's a travesty happening here that's been going on since thee origins of USA. Nøbody is free. Thee illusion is real. & so is thee struggle. & we're experiencing the collision of this experiment. Psychological warfare through attrition. In typing that,,always be aware of baiting.. don't allow 'them' to create 'helter skelter' ",excellent theyd mediaslaves have us wait to speak outso this gets lost into the next tragedy theres a travesty happening here thats been going on since thee origins of usa n body is free thee illusion is real so is thee struggle were experiencing the collision of this experiment psychological warfare through attrition in typing thatalways be aware of baiting dont allow them to create helter skelter,excellent theyd mediaslaves u wait speak outso get lost next tragedy there travesty happening thats going since thee origin usa n body free thee illusion real thee struggle experiencing collision experiment psychological warfare attrition typing thatalways aware baiting dont allow create helter skelter,0,train
"Michael Brown, rob a store assaulted the store owner. Then fought with a police officer Darren Wilson in and through the police window went for the officer gun, then was shot and killed. Brown did not have a shirt saying I'm not armed. This is what happens when you do criminal activity, regardless of the color of your skin. A linch mob mentality should not get there way, or public pressure when all the facts support Browns activity of the day. Some wonder if Brown wanted death (suicide) by cop for his family could sue.",michael brown rob a store assaulted the store owner then fought with a police officer darren wilson in and through the police window went for the officer gun then was shot and killed brown did not have a shirt saying im not armed this is what happens when you do criminal activity regardless of the color of your skin a linch mob mentality should not get there way or public pressure when all the facts support browns activity of the day some wonder if brown wanted death suicide by cop for his family could sue,michael brown rob store assaulted store owner fought police officer darren wilson police window went officer gun shot killed brown shirt saying im armed happens criminal activity regardless color skin linch mob mentality get way public pressure fact support brown activity day wonder brown wanted death suicide cop family could sue,1,train
this fucking fuck can't even defend himself properly what a joke,this fucking fuck cant even defend himself properly what a joke,fucking fuck cant even defend properly joke,1,train
Wow.. Think I'm going to buy a bullet proof vest..shit! if your black it's like everybody is tryin' to shoot you.!,wow think im going to buy a bullet proof vestshit if your black its like everybody is tryin to shoot you,wow think im going buy bullet proof vestshit black like everybody tryin shoot,1,train
If a black officer shot a white guy it would be fine by black people.  I'm not a racist. ,if a black officer shot a white guy it would be fine by black people im not a racist,black officer shot white guy would fine black people im racist,1,train
"This delusional moron's anger is ONLY justified if Mike was, indeed, unjustly killed. If, on the other hand, Mike was a malicious person, and the shooting was justified, then all the rioting is not justified. NO ONE can know what happened there that day, so any riots are taking place on the basis of assumptions. ",this delusional morons anger is only justified if mike was indeed unjustly killed if on the other hand mike was a malicious person and the shooting was justified then all the rioting is not justified no one can know what happened there that day so any riots are taking place on the basis of assumptions,delusional moron anger justified mike indeed unjustly killed hand mike malicious person shooting justified rioting justified one know happened day riot taking place basis assumption,1,train
"OMG! IT'S A TERRORIST! AN ISIS UNDERCOVER-AGENT! What are you doing, Americans???? ARREST HIM!",omg its a terrorist an isis undercoveragent what are you doing americans arrest him,omg terrorist isi undercoveragent american arrest,1,train
Keep letting real people get in front of the camera... The truth will be told in its purest form.,keep letting real people get in front of the camera the truth will be told in its purest form,keep letting real people get front camera truth told purest form,0,train
criminal kids get shot by the police almost everyday. Plus Mike Brown has a bad criminal record and started the fight.,criminal kids get shot by the police almost everyday plus mike brown has a bad criminal record and started the fight,criminal kid get shot police almost everyday plus mike brown bad criminal record started fight,0,train
"The city is full of really, really, really dumb people.  Can't try to reason with them.",the city is full of really really really dumb people cant try to reason with them,city full really really really dumb people cant try reason,1,train
This is not your counties go back to he middle east that's your counties b,this is not your counties go back to he middle east thats your counties b,county go back middle east thats county b,1,train
"people get shot everyday, how come this is the only one thats getting attention ",people get shot everyday how come this is the only one thats getting attention,people get shot everyday come one thats getting attention,0,test
"Why is it that in the history of mankind where people of all color, creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation, EXCEPT for the blacks??????????????! WHY? Please enlighten me to this unknown phenomena.",why is it that in the history of mankind where people of all color creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation except for the blacks why please enlighten me to this unknown phenomena,history mankind people color creed culture found way rise ash oppression self betterment self preservation except black please enlighten unknown phenomenon,1,train
What a fucking douche bag,what a fucking douche bag,fucking douche bag,1,train
CNN needs to hire that man. He is a real American. We are in trouble. ,cnn needs to hire that man he is a real american we are in trouble,cnn need hire man real american trouble,1,test
"One feral hoodlum put down, the rest of us no longer need to fear his thuggish behavior. Upset about that? Blame his parents- they failed to raise him right and provide proper supervision. Or, he was just defective from the start. Either way sounds like a case of quality control to me. Thank you Officer Wilson for doing your job.",one feral hoodlum put down the rest of us no longer need to fear his thuggish behavior upset about that blame his parents they failed to raise him right and provide proper supervision or he was just defective from the start either way sounds like a case of quality control to me thank you officer wilson for doing your job,one feral hoodlum put rest u longer need fear thuggish behavior upset blame parent failed raise right provide proper supervision defective start either way sound like case quality control thank officer wilson job,1,train
The US government is killing its population!,the us government is killing its population,u government killing population,1,train
FAKE!!...CNN IS BS,fakecnn is bs,fakecnn b,1,test
We need to get back to basics. When these savages riot or protest use the German Shepard's. then shoot these animals...,we need to get back to basics when these savages riot or protest use the german shepards then shoot these animals,need get back basic savage riot protest use german shepard shoot animal,1,test
Why the hell are they even interviewing him? This guy's such an idiot.,why the hell are they even interviewing him this guys such an idiot,hell even interviewing guy idiot,1,train
"Oh my God. I fucking love that Arab guy. Such wise words. He is seriously someone who has open eyes to the world. He sees things for how they are, which is so rare in our world today. A big fucking amen to that guy... Wake the fuck up America",oh my god i fucking love that arab guy such wise words he is seriously someone who has open eyes to the world he sees things for how they are which is so rare in our world today a big fucking amen to that guy wake the fuck up america,oh god fucking love arab guy wise word seriously someone open eye world see thing rare world today big fucking amen guy wake fuck america,1,train
"Mr. Smerconish, you Sir, are not a journalist. NO journalists say or claim to the interview object that he/she is searching for 15mins of fame just for being a part of the interview. And/or just because he/she did not speak in the direction you wanted them to.
- If anything, it is you trying to DEFAME a person. And that is illegal! And you should definitively serve time for that! 
You should go back to school because it is truly obvious that you do not handle the word of mouth with care NOR are you critical enough of the Authorities!
Why would you wait for tons of paper that shows what we all know...That he INDEED ran, stopped, hands in the air and got shot, multiple times. There should be no doubt from your side that this happened if the witnesses says so. There should be, however, an investigative journalist who goes out and ask the people.

Your opinion is NOT superior! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING!  SHAME ON YOU!!! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS!!",mr smerconish you sir are not a journalist no journalists say or claim to the interview object that heshe is searching for mins of fame just for being a part of the interview andor just because heshe did not speak in the direction you wanted them to if anything it is you trying to defame a person and that is illegal and you should definitively serve time for that you should go back to school because it is truly obvious that you do not handle the word of mouth with care nor are you critical enough of the authorities why would you wait for tons of paper that shows what we all knowthat he indeed ran stopped hands in the air and got shot multiple times there should be no doubt from your side that this happened if the witnesses says so there should be however an investigative journalist who goes out and ask the people your opinion is not superior get off your chair and go out and do some real reporting shame on you and shame on cnn for not hiring professionals,mr smerconish sir journalist journalist say claim interview object heshe searching min fame part interview andor heshe speak direction wanted anything trying defame person illegal definitively serve time go back school truly obvious handle word mouth care critical enough authority would wait ton paper show knowthat indeed ran stopped hand air got shot multiple time doubt side happened witness say however investigative journalist go ask people opinion superior get chair go real reporting shame shame cnn hiring professional,1,train
"That Arab is rapping 3:14
Go ahead bro....LOL
So getto he is",that arab is rapping go ahead brolol so getto he is,arab rapping go ahead brolol getto,1,train
Isn't this the dude who got knocked out and had his phone stolen in Ferguson?,isnt this the dude who got knocked out and had his phone stolen in ferguson,isnt dude got knocked phone stolen ferguson,0,train
"Bassem Masri is an uneducated idiot. Just listen the words coming out of his mouth, he sounds like a stupid little kid. Sorry, but please grow the fuck up and learn the laws instead of repeating ""FREEDOM OF SPEECH"", ""I'M A CITIZEN"", ""GO AHEAD BRO, I'LL LISTEN TO YOU"".

Somebody shut this guy up.",bassem masri is an uneducated idiot just listen the words coming out of his mouth he sounds like a stupid little kid sorry but please grow the fuck up and learn the laws instead of repeating freedom of speech im a citizen go ahead bro ill listen to you somebody shut this guy up,bassem masri uneducated idiot listen word coming mouth sound like stupid little kid sorry please grow fuck learn law instead repeating freedom speech im citizen go ahead bro ill listen somebody shut guy,1,test
"“Do White children deserve to have a future?
Tens of millions of non-Whites flooding into White countries every year will, in a few decades, mean that Whites will be a minority in every country they founded.
Black countries will remain majority Black, and Asian countries will remain majority Asian.
Only White countries will be affected by this. This is genocide under international law.
But anti-Whites don’t call it genocide; they call it diversity.
Diversity means chasing down every last White child.
Anti-racist is a codeword for anti-White.”",do white children deserve to have a future tens of millions of nonwhites flooding into white countries every year will in a few decades mean that whites will be a minority in every country they founded black countries will remain majority black and asian countries will remain majority asian only white countries will be affected by this this is genocide under international law but antiwhites don t call it genocide they call it diversity diversity means chasing down every last white child antiracist is a codeword for antiwhite,white child deserve future ten million nonwhites flooding white country every year decade mean white minority every country founded black country remain majority black asian country remain majority asian white country affected genocide international law antiwhites call genocide call diversity diversity mean chasing every last white child antiracist codeword antiwhite,1,train
Bassem Masri well said bro!,bassem masri well said bro,bassem masri well said bro,0,train
"This guy an idiot, if that's the best you can do, you have lost already!!  WHAT A BOZO!!",this guy an idiot if thats the best you can do you have lost already what a bozo,guy idiot thats best lost already bozo,1,train
he can go back where he's from period big mouth MORON,he can go back where hes from period big mouth moron,go back he period big mouth moron,1,train
"Muslims like to spit on white people.
Brought in by Muslims or nggrs I still wait for my  big plasma cheap  tv looted in some shop.",muslims like to spit on white people brought in by muslims or nggrs i still wait for my big plasma cheap tv looted in some shop,muslim like spit white people brought muslim nggrs still wait big plasma cheap tv looted shop,1,test
Yep a Muslim bitch,yep a muslim bitch,yep muslim bitch,1,train
Masri is unemployed,masri is unemployed,masri unemployed,1,train
